id,title,text,author,source,topic,publish_date,year,month,day,word_count,char_count,title_length,label
2012,Economy Update 2012,This article discusses Economy Update 2012. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,Al Jazeera,Economy,2023-12-14,2023,12,14,29,210,19,1
2013,Celebrity Gossip Update 2013,"This article discusses Celebrity Gossip Update 2013. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,TruthExpose,Celebrity Gossip,2024-07-29,2024,7,29,32,226,28,0
2014,Technology Update 2014,This article discusses Technology Update 2014. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,John Smith,Reuters,Technology,2024-10-11,2024,10,11,29,213,22,1
2015,Secret Government Update 2015,"This article discusses Secret Government Update 2015. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,TruthExpose,Secret Government,2023-02-08,2023,2,8,32,227,29,0
2016,Alien News Update 2016,"This article discusses Alien News Update 2016. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Guest Writer,ViralNow,Alien News,2024-07-16,2024,7,16,32,220,22,0
2017,Politics Update 2017,This article discusses Politics Update 2017. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Fatima Noor,BBC News,Politics,2023-12-21,2023,12,21,29,211,20,1
2018,Secret Government Update 2018,"This article discusses Secret Government Update 2018. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,Unknown Blog,Secret Government,2024-06-12,2024,6,12,32,227,29,0
2019,Technology Update 2019,This article discusses Technology Update 2019. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,CNN,Technology,2023-07-01,2023,7,1,29,213,22,1
2020,Education Update 2020,This article discusses Education Update 2020. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Sara Ahmed,Al Jazeera,Education,2024-08-07,2024,8,7,29,212,21,1
2021,Miracle Cure Update 2021,"This article discusses Miracle Cure Update 2021. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",News Staff,RumorTimes,Miracle Cure,2023-03-27,2023,3,27,32,222,24,0
2022,Alien News Update 2022,"This article discusses Alien News Update 2022. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Anonymous,TruthExpose,Alien News,2024-08-16,2024,8,16,32,220,22,0
2023,Politics Update 2023,This article discusses Politics Update 2023. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,Michael Brown,Dawn News,Politics,2023-07-31,2023,7,31,29,211,20,1
2024,Education Update 2024,This article discusses Education Update 2024. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,David Lee,Al Jazeera,Education,2024-04-07,2024,4,7,29,212,21,1
2025,Conspiracy Update 2025,"This article discusses Conspiracy Update 2025. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Admin,RumorTimes,Conspiracy,2024-01-23,2024,1,23,31,220,22,0
2026,Politics Update 2026,This article discusses Politics Update 2026. The information has been verified by multiple trusted sources and supported by official statements. Further details are provided with background context and analysis.,John Smith,Al Jazeera,Politics,2023-10-09,2023,10,9,29,211,20,1
2027,Secret Government Update 2027,"This article discusses Secret Government Update 2027. However, the claims are not supported by verified sources and may contain misleading or false information. Further details are provided with background context and analysis.",Unknown Reporter,ClickDaily,Secret Government,2023-10-03,2023,10,3,32,227,29,0
